date,symbol,side,price,shares,value,basis,gain,holding_days,rank
2025-01-01,PGEL,BUY,824.79509,12.090191390627995,10001.93630506544,,,,1.0
2025-01-01,KAYNES,BUY,6065.88392,1.6439369146632534,10001.93630506544,,,,2.0
2025-01-01,KFINTECH,BUY,1545.15,6.45369737316781,10001.93630506544,,,,3.0
2025-01-01,PAYTM,BUY,987.6,10.097134969775457,10001.93630506544,,,,4.0
2025-01-01,ANANTRAJ,BUY,856.15,11.647410495999816,10001.93630506544,,,,5.0
2025-01-01,ZENTEC,BUY,2480.2,4.020615473006307,10001.93630506544,,,,6.0
2025-01-01,CHOICEIN,BUY,554.8,17.97391942348638,10001.93630506544,,,,7.0
2025-01-01,LLOYDSME,BUY,1263.0,7.89543190510708,10001.93630506544,,,,8.0
2025-01-01,INDHOTEL,BUY,873.6,11.414755604567585,10001.93630506544,,,,9.0
2025-01-01,POLICYBZR,BUY,2119.2,4.705516466662062,10001.93630506544,,,,10.0
2025-02-03,KAYNES,SELL,3674.91544,1.6439369146632534,6023.205162631706,10001.846287638691,-3978.641125006985,33.0,
2025-02-03,KFINTECH,SELL,1060.2,6.45369737316781,6821.683325167414,10001.846287638691,-3180.162962471277,33.0,35.0
2025-02-03,PAYTM,SELL,774.7,10.097134969775457,7798.783709701791,10001.846287638691,-2203.0625779369,33.0,33.0
2025-02-03,ANANTRAJ,SELL,590.2,11.647410495999816,6853.678769714875,10001.846287638691,-3148.1675179238164,33.0,
2025-02-03,ZENTEC,SELL,1639.85,4.020615473006307,6573.426664559164,10001.846287638691,-3428.419623079527,33.0,111.0
2025-02-03,CHOICEIN,SELL,501.2,17.97391942348638,8981.502829806219,10001.846287638691,-1020.3434578324723,33.0,21.0
2025-02-03,POLICYBZR,SELL,1672.15,4.705516466662062,7844.724371649781,10001.846287638691,-2157.1219159889106,33.0,53.0
2025-03-03,INDHOTEL,SELL,726.75,11.414755604567585,8270.786614712633,10001.846287638691,-1731.0596729260578,61.0,32.0
2025-04-01,PGEL,SELL,726.41912,12.090191390627995,8756.19855203973,10001.846287638691,-1245.647735598961,90.0,33.0
2025-05-02,LLOYDSME,SELL,1193.5,7.89543190510708,9394.928384809064,10001.846287638691,-606.9179028296276,121.0,71.0
2025-06-02,BSE,BUY,2693.3,2.8982983924018093,7829.475486715941,,,,1.0
